id,ls_room_period_valid
1246,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1247,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1248,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1249,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1250,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1251,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1252,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1253,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1254,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1255,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1256,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1257,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1258,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1259,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1260,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1261,"['419:1' '419:10' '419:11' '419:12' '419:13' '419:14' '419:15' '419:16'
 '419:17' '419:18' '419:19' '419:2' '419:20' '419:21' '419:22' '419:23'
 '419:24' '419:25' '419:26' '419:27' '419:28' '419:29' '419:3' '419:4'
 '419:5' '419:6' '419:7' '419:8' '419:9' '421:1' '421:10' '421:11'
 '421:12' '421:13' '421:14' '421:15' '421:16' '421:17' '421:18' '421:19'
 '421:2' '421:20' '421:21' '421:22' '421:23' '421:24' '421:25' '421:26'
 '421:27' '421:28' '421:29' '421:3' '421:4' '421:5' '421:6' '421:7'
 '421:8' '421:9' '422:1' '422:10' '422:11' '422:12' '422:13' '422:14'
 '422:15' '422:16' '422:17' '422:18' '422:19' '422:2' '422:20' '422:21'
 '422:22' '422:23' '422:24' '422:25' '422:26' '422:27' '422:28' '422:29'
 '422:3' '422:4' '422:5' '422:6' '422:7' '422:8' '422:9' '424:1' '424:10'
 '424:11' '424:12' '424:13' '424:14' '424:15' '424:16' '424:17' '424:18'
 '424:19' '424:2' '424:20' '424:21' '424:22' '424:23' '424:24' '424:25'
 '424:26' '424:27' '424:28' '424:29' '424:3' '424:4' '424:5' '424:6'
 '424:7' '424:8' '424:9' '425:1' '425:10' '425:11' '425:12' '425:13'
 '425:14' '425:15' '425:16' '425:17' '425:18' '425:19' '425:2' '425:20'
 '425:21' '425:22' '425:23' '425:24' '425:25' '425:26' '425:27' '425:28'
 '425:29' '425:3' '425:4' '425:5' '425:6' '425:7' '425:8' '425:9' '426:1'
 '426:10' '426:11' '426:12' '426:13' '426:14' '426:15' '426:16' '426:17'
 '426:18' '426:19' '426:2' '426:20' '426:21' '426:22' '426:23' '426:24'
 '426:25' '426:26' '426:27' '426:28' '426:29' '426:3' '426:4' '426:5'
 '426:6' '426:7' '426:8' '426:9' '427:1' '427:10' '427:11' '427:12'
 '427:13' '427:14' '427:15' '427:16' '427:17' '427:18' '427:19' '427:2'
 '427:20' '427:21' '427:22' '427:23' '427:24' '427:25' '427:26' '427:27'
 '427:28' '427:29' '427:3' '427:4' '427:5' '427:6' '427:7' '427:8' '427:9'
 '479:1' '479:10' '479:11' '479:12' '479:13' '479:14' '479:15' '479:16'
 '479:17' '479:18' '479:19' '479:2' '479:20' '479:21' '479:22' '479:23'
 '479:24' '479:25' '479:26' '479:27' '479:28' '479:29' '479:3' '479:4'
 '479:5' '479:6' '479:7' '479:8' '479:9' '480:1' '480:10' '480:11'
 '480:12' '480:13' '480:14' '480:15' '480:16' '480:17' '480:18' '480:19'
 '480:2' '480:20' '480:21' '480:22' '480:23' '480:24' '480:25' '480:26'
 '480:27' '480:28' '480:29' '480:3' '480:4' '480:5' '480:6' '480:7'
 '480:8' '480:9' '74:1' '74:10' '74:11' '74:12' '74:13' '74:14' '74:15'
 '74:16' '74:17' '74:18' '74:19' '74:2' '74:20' '74:21' '74:22' '74:23'
 '74:24' '74:25' '74:26' '74:27' '74:28' '74:29' '74:3' '74:4' '74:5'
 '74:6' '74:7' '74:8' '74:9' '75:1' '75:10' '75:11' '75:12' '75:13'
 '75:14' '75:15' '75:16' '75:17' '75:18' '75:19' '75:2' '75:20' '75:21'
 '75:22' '75:23' '75:24' '75:25' '75:26' '75:27' '75:28' '75:29' '75:3'
 '75:4' '75:5' '75:6' '75:7' '75:8' '75:9' '76:1' '76:10' '76:11' '76:12'
 '76:13' '76:14' '76:15' '76:16' '76:17' '76:18' '76:19' '76:2' '76:20'
 '76:21' '76:22' '76:23' '76:24' '76:25' '76:26' '76:27' '76:28' '76:29'
 '76:3' '76:4' '76:5' '76:6' '76:7' '76:8' '76:9' '77:1' '77:10' '77:11'
 '77:12' '77:13' '77:14' '77:15' '77:16' '77:17' '77:18' '77:19' '77:2'
 '77:20' '77:21' '77:22' '77:23' '77:24' '77:25' '77:26' '77:27' '77:28'
 '77:29' '77:3' '77:4' '77:5' '77:6' '77:7' '77:8' '77:9' '78:1' '78:10'
 '78:11' '78:12' '78:13' '78:14' '78:15' '78:16' '78:17' '78:18' '78:19'
 '78:2' '78:20' '78:21' '78:22' '78:23' '78:24' '78:25' '78:26' '78:27'
 '78:28' '78:29' '78:3' '78:4' '78:5' '78:6' '78:7' '78:8' '78:9']"
1262,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1263,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1264,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1265,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1266,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1267,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1268,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1269,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1270,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1271,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1272,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1273,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1274,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1275,"['114:10' '114:15' '114:25' '114:5' '114:8' '114:9' '115:10' '115:13'
 '115:15' '117:23' '117:7' '117:8' '117:9' '11:14' '11:22' '11:23'
 '122:10' '122:15' '122:2' '122:20' '122:25' '122:5' '124:2' '124:3'
 '125:12' '125:13' '125:14' '125:17' '125:18' '125:19' '125:22' '125:23'
 '125:24' '125:7' '125:8' '125:9' '127:15' '127:25' '127:8' '132:2'
 '132:3' '133:1' '133:11' '133:12' '133:14' '133:19' '133:3' '136:11'
 '136:12' '136:13' '136:14' '136:16' '136:17' '136:18' '136:19' '136:20'
 '136:21' '136:22' '136:23' '136:24' '138:2' '138:22' '138:3' '138:4'
 '139:20' '139:21' '142:13' '142:14' '145:24' '145:4' '14:14' '14:22'
 '150:2' '150:4' '152:10' '152:12' '152:13' '155:10' '155:15' '155:20'
 '157:1' '157:12' '157:2' '157:4' '15:1' '15:11' '15:12' '15:13' '15:14'
 '15:16' '15:17' '15:2' '15:22' '15:23' '15:3' '15:4' '15:8' '169:1'
 '169:10' '169:11' '169:12' '169:13' '169:14' '169:15' '169:16' '169:17'
 '169:18' '169:19' '169:2' '169:20' '169:21' '169:22' '169:23' '169:24'
 '169:25' '169:26' '169:27' '169:28' '169:29' '169:3' '169:4' '169:5'
 '169:6' '169:7' '169:8' '169:9' '16:11' '16:12' '16:16' '16:17' '16:21'
 '16:22' '16:23' '16:24' '16:4' '16:7' '173:10' '173:11' '173:12' '173:13'
 '173:14' '173:15' '173:16' '173:17' '173:18' '173:19' '173:20' '173:21'
 '173:22' '173:23' '173:24' '173:25' '173:5' '173:6' '173:7' '173:8'
 '173:9' '174:1' '174:17' '174:2' '174:6' '174:7' '174:8' '174:9' '190:15'
 '190:22' '190:23' '190:28' '190:5' '195:15' '195:5' '196:11' '196:12'
 '196:13' '196:14' '196:15' '198:10' '198:16' '198:17' '198:18' '198:19'
 '198:20' '19:11' '19:12' '19:13' '19:14' '19:15' '19:16' '19:17' '19:18'
 '19:19' '19:20' '19:5' '19:8' '19:9' '200:10' '200:11' '200:12' '200:13'
 '200:14' '200:15' '200:19' '200:3' '200:4' '200:5' '200:6' '200:7'
 '200:8' '200:9' '201:1' '201:10' '201:11' '201:12' '201:13' '201:14'
 '201:15' '201:16' '201:17' '201:18' '201:19' '201:2' '201:20' '201:21'
 '201:22' '201:23' '201:24' '201:25' '201:3' '201:4' '201:5' '201:6'
 '201:7' '201:8' '201:9' '204:13' '204:14' '204:16' '204:17' '204:18'
 '204:19' '205:10' '205:8' '20:10' '20:15' '20:18' '20:22' '20:23' '20:25'
 '213:3' '213:9' '220:17' '220:29' '220:3' '227:10' '227:14' '227:4'
 '227:5' '228:10' '228:12' '228:13' '228:19' '228:24' '228:7' '22:10'
 '22:15' '22:16' '22:17' '22:18' '22:19' '22:20' '22:23' '22:5' '22:6'
 '22:7' '22:8' '22:9' '230:10' '230:16' '230:17' '230:19' '232:10' '232:3'
 '233:17' '233:20' '233:3' '233:4' '239:14' '239:18' '239:9' '23:10'
 '23:14' '23:2' '23:22' '23:23' '23:24' '23:4' '23:6' '23:7' '23:8' '23:9'
 '243:1' '243:11' '243:12' '243:2' '243:23' '243:4' '243:6' '243:7'
 '244:10' '244:15' '244:20' '244:5' '245:1' '245:11' '245:12' '245:13'
 '245:16' '245:17' '245:19' '245:21' '245:22' '245:23' '245:6' '245:9'
 '24:10' '24:2' '24:9' '253:1' '253:11' '253:13' '253:14' '253:16'
 '253:18' '253:2' '253:20' '253:21' '253:22' '253:23' '253:3' '253:7'
 '253:8' '256:4' '256:8' '259:10' '259:12' '259:15' '259:18' '259:20'
 '259:25' '259:5' '25:23' '25:24' '260:12' '260:15' '260:16' '260:17'
 '260:7' '260:8' '261:10' '261:15' '261:20' '261:25' '261:5' '262:4'
 '262:5' '264:15' '264:9' '266:2' '266:4' '266:5' '267:11' '267:12'
 '270:17' '270:4' '270:7' '271:12' '271:13' '271:14' '271:4' '271:5'
 '272:13' '272:14' '276:14' '276:19' '280:10' '280:15' '280:19' '280:24'
 '283:15' '283:5' '288:16' '288:18' '301:16' '301:17' '301:18' '301:19'
 '301:21' '301:22' '301:23' '301:24' '301:8' '301:9' '31:1' '31:11'
 '31:12' '31:13' '31:15' '31:16' '31:17' '31:18' '31:22' '31:24' '31:27'
 '31:3' '31:4' '31:6' '31:7' '31:9' '336:2' '336:3' '336:4' '33:13'
 '33:17' '33:18' '33:19' '33:2' '33:22' '33:23' '33:9' '348:20' '348:5'
 '348:9' '34:10' '34:2' '352:21' '352:22' '358:13' '358:14' '358:8'
 '358:9' '359:13' '359:14' '359:19' '35:10' '35:16' '35:17' '35:6' '35:7'
 '35:8' '35:9' '371:5' '371:9' '376:11' '376:12' '376:13' '376:14'
 '376:15' '376:16' '376:18' '377:1' '377:10' '377:11' '377:12' '377:13'
 '377:14' '377:17' '377:18' '377:19' '377:2' '377:21' '377:22' '377:23'
 '377:24' '377:25' '377:3' '377:4' '377:5' '377:6' '377:7' '377:8' '377:9'
 '378:20' '378:25' '379:1' '379:12' '379:14' '379:2' '379:3' '379:4'
 '379:8' '37:19' '37:20' '380:10' '380:14' '380:15' '380:19' '380:20'
 '380:24' '380:25' '380:7' '380:9' '381:1' '381:11' '381:12' '381:13'
 '381:14' '381:16' '381:17' '381:18' '381:19' '381:2' '381:21' '381:22'
 '381:23' '381:24' '381:3' '381:4' '381:5' '381:6' '381:7' '381:8' '381:9'
 '382:1' '382:11' '382:12' '382:13' '382:14' '382:16' '382:17' '382:18'
 '382:19' '382:2' '382:21' '382:22' '382:23' '382:24' '382:3' '382:4'
 '382:5' '382:6' '382:7' '382:8' '382:9' '383:12' '383:13' '383:14'
 '383:5' '383:8' '383:9' '384:16' '384:17' '384:20' '384:5' '384:8'
 '385:1' '385:11' '385:12' '385:13' '385:14' '385:16' '385:17' '385:18'
 '385:19' '385:2' '385:21' '385:22' '385:23' '385:24' '385:3' '385:4'
 '385:5' '385:6' '385:7' '385:8' '385:9' '386:1' '386:11' '386:12'
 '386:13' '386:14' '386:16' '386:17' '386:18' '386:19' '386:2' '386:21'
 '386:22' '386:23' '386:24' '386:3' '386:4' '386:5' '386:6' '386:7'
 '386:8' '386:9' '38:18' '38:19' '38:8' '392:17' '392:3' '392:5' '393:14'
 '393:17' '393:4' '393:5' '394:17' '394:2' '394:4' '395:17' '395:9'
 '39:12' '39:13' '39:14' '39:17' '39:18' '39:19' '39:2' '39:20' '39:23'
 '39:24' '39:3' '39:9' '400:17' '400:8' '400:9' '401:17' '401:8' '401:9'
 '402:13' '402:14' '402:17' '40:19' '40:20' '40:22' '414:11' '414:12'
 '414:2' '414:4' '416:10' '416:21' '416:22' '417:10' '417:12' '417:22'
 '417:8' '418:12' '418:13' '418:21' '418:22' '431:3' '431:4' '432:16'
 '432:6' '433:16' '433:4' '433:5' '444:21' '444:22' '449:17' '449:22'
 '44:11' '44:12' '44:16' '44:2' '44:21' '44:3' '44:4' '44:6' '458:11'
 '458:7' '458:8' '458:9' '462:13' '462:2' '462:7' '463:12' '463:2'
 '464:10' '464:3' '464:4' '464:8' '464:9' '466:6' '466:7' '473:15'
 '473:18' '474:19' '474:4' '47:11' '47:12' '47:14' '47:16' '47:17' '47:18'
 '47:5' '481:12' '481:14' '48:11' '48:12' '48:13' '48:14' '48:7' '48:9'
 '49:12' '49:5' '49:9' '60:1' '60:10' '60:11' '60:12' '60:13' '60:17'
 '60:2' '60:21' '60:24' '60:3' '60:4' '60:9' '72:10' '72:2' '73:1' '73:10'
 '73:23' '73:3' '73:4' '73:6' '84:1' '84:11' '84:12' '84:13' '84:14'
 '84:16' '84:17' '84:18' '84:19' '84:2' '84:21' '84:22' '84:4' '84:7'
 '84:8' '86:10' '86:15' '86:20' '92:10' '92:15' '93:10' '93:12' '93:15'
 '93:19' '93:2']"
1276,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1277,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1278,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1279,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1280,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1281,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1282,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1283,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1284,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1285,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1286,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1287,[]
1288,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1289,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1290,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1291,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1292,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1293,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1294,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1295,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1296,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1297,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1298,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1299,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1300,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1301,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1302,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1303,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1304,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1305,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1306,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1307,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1308,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1309,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1310,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1311,"['114:10' '114:15' '114:25' '114:5' '114:8' '114:9' '115:10' '115:13'
 '115:15' '117:23' '117:7' '117:8' '117:9' '11:14' '11:22' '11:23'
 '122:10' '122:15' '122:2' '122:20' '122:25' '122:5' '124:2' '124:3'
 '125:12' '125:13' '125:14' '125:17' '125:18' '125:19' '125:22' '125:23'
 '125:24' '125:7' '125:8' '125:9' '127:15' '127:25' '127:8' '132:2'
 '132:3' '133:1' '133:11' '133:12' '133:14' '133:19' '133:3' '136:11'
 '136:12' '136:13' '136:14' '136:16' '136:17' '136:18' '136:19' '136:20'
 '136:21' '136:22' '136:23' '136:24' '138:2' '138:22' '138:3' '138:4'
 '139:20' '139:21' '142:13' '142:14' '145:24' '145:4' '14:14' '14:22'
 '150:2' '150:4' '152:10' '152:12' '152:13' '155:10' '155:15' '155:20'
 '157:1' '157:12' '157:2' '157:4' '15:1' '15:11' '15:12' '15:13' '15:14'
 '15:16' '15:17' '15:2' '15:22' '15:23' '15:3' '15:4' '15:8' '16:11'
 '16:12' '16:16' '16:17' '16:21' '16:22' '16:23' '16:24' '16:4' '16:7'
 '173:10' '173:11' '173:12' '173:13' '173:14' '173:15' '173:16' '173:17'
 '173:18' '173:19' '173:20' '173:21' '173:22' '173:23' '173:24' '173:25'
 '173:5' '173:6' '173:7' '173:8' '173:9' '174:1' '174:17' '174:2' '174:6'
 '174:7' '174:8' '174:9' '190:15' '190:22' '190:23' '190:28' '190:5'
 '195:15' '195:5' '196:11' '196:12' '196:13' '196:14' '196:15' '198:10'
 '198:16' '198:17' '198:18' '198:19' '198:20' '19:11' '19:12' '19:13'
 '19:14' '19:15' '19:16' '19:17' '19:18' '19:19' '19:20' '19:5' '19:8'
 '19:9' '200:10' '200:11' '200:12' '200:13' '200:14' '200:15' '200:19'
 '200:3' '200:4' '200:5' '200:6' '200:7' '200:8' '200:9' '201:1' '201:10'
 '201:11' '201:12' '201:13' '201:14' '201:15' '201:16' '201:17' '201:18'
 '201:19' '201:2' '201:20' '201:21' '201:22' '201:23' '201:24' '201:25'
 '201:3' '201:4' '201:5' '201:6' '201:7' '201:8' '201:9' '204:13' '204:14'
 '204:16' '204:17' '204:18' '204:19' '205:10' '205:8' '20:10' '20:15'
 '20:18' '20:22' '20:23' '20:25' '213:3' '213:9' '220:17' '220:29' '220:3'
 '227:10' '227:14' '227:4' '227:5' '228:10' '228:12' '228:13' '228:19'
 '228:24' '228:7' '22:10' '22:15' '22:16' '22:17' '22:18' '22:19' '22:20'
 '22:23' '22:5' '22:6' '22:7' '22:8' '22:9' '230:10' '230:16' '230:17'
 '230:19' '232:10' '232:3' '233:17' '233:20' '233:3' '233:4' '239:14'
 '239:18' '239:9' '23:10' '23:14' '23:2' '23:22' '23:23' '23:24' '23:4'
 '23:6' '23:7' '23:8' '23:9' '243:1' '243:11' '243:12' '243:2' '243:23'
 '243:4' '243:6' '243:7' '244:10' '244:15' '244:20' '244:5' '245:1'
 '245:11' '245:12' '245:13' '245:16' '245:17' '245:19' '245:21' '245:22'
 '245:23' '245:6' '245:9' '24:10' '24:2' '24:9' '253:1' '253:11' '253:13'
 '253:14' '253:16' '253:18' '253:2' '253:20' '253:21' '253:22' '253:23'
 '253:3' '253:7' '253:8' '256:4' '256:8' '257:18' '257:21' '257:22'
 '257:24' '257:4' '257:8' '258:13' '258:14' '258:24' '258:3' '258:4'
 '258:8' '258:9' '259:10' '259:12' '259:15' '259:18' '259:20' '259:25'
 '259:5' '25:23' '25:24' '260:12' '260:15' '260:16' '260:17' '260:7'
 '260:8' '261:10' '261:15' '261:20' '261:25' '261:5' '262:4' '262:5'
 '264:15' '264:9' '266:2' '266:4' '266:5' '267:11' '267:12' '270:17'
 '270:4' '270:7' '271:12' '271:13' '271:14' '271:4' '271:5' '272:13'
 '272:14' '276:14' '276:19' '280:10' '280:15' '280:19' '280:24' '283:15'
 '283:5' '288:16' '288:18' '301:16' '301:17' '301:18' '301:19' '301:21'
 '301:22' '301:23' '301:24' '301:8' '301:9' '31:1' '31:11' '31:12' '31:13'
 '31:15' '31:16' '31:17' '31:18' '31:22' '31:24' '31:27' '31:3' '31:4'
 '31:6' '31:7' '31:9' '336:2' '336:3' '336:4' '33:13' '33:17' '33:18'
 '33:19' '33:2' '33:22' '33:23' '33:9' '348:20' '348:5' '348:9' '34:10'
 '34:2' '352:21' '352:22' '358:13' '358:14' '358:8' '358:9' '359:13'
 '359:14' '359:19' '35:10' '35:16' '35:17' '35:6' '35:7' '35:8' '35:9'
 '371:5' '371:9' '376:11' '376:12' '376:13' '376:14' '376:15' '376:16'
 '376:18' '377:1' '377:10' '377:11' '377:12' '377:13' '377:14' '377:17'
 '377:18' '377:19' '377:2' '377:21' '377:22' '377:23' '377:24' '377:25'
 '377:3' '377:4' '377:5' '377:6' '377:7' '377:8' '377:9' '378:20' '378:25'
 '379:1' '379:12' '379:14' '379:2' '379:3' '379:4' '379:8' '37:19' '37:20'
 '380:10' '380:14' '380:15' '380:19' '380:20' '380:24' '380:25' '380:7'
 '380:9' '381:1' '381:11' '381:12' '381:13' '381:14' '381:16' '381:17'
 '381:18' '381:19' '381:2' '381:21' '381:22' '381:23' '381:24' '381:3'
 '381:4' '381:5' '381:6' '381:7' '381:8' '381:9' '382:1' '382:11' '382:12'
 '382:13' '382:14' '382:16' '382:17' '382:18' '382:19' '382:2' '382:21'
 '382:22' '382:23' '382:24' '382:3' '382:4' '382:5' '382:6' '382:7'
 '382:8' '382:9' '383:12' '383:13' '383:14' '383:5' '383:8' '383:9'
 '384:16' '384:17' '384:20' '384:5' '384:8' '385:1' '385:11' '385:12'
 '385:13' '385:14' '385:16' '385:17' '385:18' '385:19' '385:2' '385:21'
 '385:22' '385:23' '385:24' '385:3' '385:4' '385:5' '385:6' '385:7'
 '385:8' '385:9' '386:1' '386:11' '386:12' '386:13' '386:14' '386:16'
 '386:17' '386:18' '386:19' '386:2' '386:21' '386:22' '386:23' '386:24'
 '386:3' '386:4' '386:5' '386:6' '386:7' '386:8' '386:9' '38:18' '38:19'
 '38:8' '392:17' '392:3' '392:5' '393:14' '393:17' '393:4' '393:5'
 '394:17' '394:2' '394:4' '395:17' '395:9' '39:12' '39:13' '39:14' '39:17'
 '39:18' '39:19' '39:2' '39:20' '39:23' '39:24' '39:3' '39:9' '400:17'
 '400:8' '400:9' '401:17' '401:8' '401:9' '402:13' '402:14' '402:17'
 '40:19' '40:20' '40:22' '414:11' '414:12' '414:2' '414:4' '416:10'
 '416:21' '416:22' '417:10' '417:12' '417:22' '417:8' '418:12' '418:13'
 '418:21' '418:22' '431:3' '431:4' '432:16' '432:6' '433:16' '433:4'
 '433:5' '444:21' '444:22' '449:17' '449:22' '44:11' '44:12' '44:16'
 '44:2' '44:21' '44:3' '44:4' '44:6' '458:11' '458:7' '458:8' '458:9'
 '462:13' '462:2' '462:7' '463:12' '463:2' '464:10' '464:3' '464:4'
 '464:8' '464:9' '466:6' '466:7' '473:15' '473:18' '474:19' '474:4'
 '47:11' '47:12' '47:14' '47:16' '47:17' '47:18' '47:5' '481:12' '481:14'
 '483:10' '483:2' '483:3' '483:4' '483:9' '484:10' '484:12' '484:13'
 '484:20' '484:9' '48:11' '48:12' '48:13' '48:14' '48:7' '48:9' '49:12'
 '49:5' '49:9' '60:1' '60:10' '60:11' '60:12' '60:13' '60:17' '60:2'
 '60:21' '60:24' '60:3' '60:4' '60:9' '72:10' '72:2' '73:1' '73:10'
 '73:23' '73:3' '73:4' '73:6' '84:1' '84:11' '84:12' '84:13' '84:14'
 '84:16' '84:17' '84:18' '84:19' '84:2' '84:21' '84:22' '84:4' '84:7'
 '84:8' '86:10' '86:15' '86:20' '92:10' '92:15' '93:10' '93:12' '93:15'
 '93:19' '93:2']"
1312,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1313,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1314,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1315,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1316,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1317,[]
1318,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1319,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1320,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
1321,['114:10' '114:15' '114:25' ... '93:15' '93:19' '93:2']
